study,year,location,state,cultivar,planting_date,app_date,growth_stage,brand_name,group,active_ingred,n,mean_sev,mean_yld,v_sev,v_yld,rep,rating_disease,yld_check,v_yld_check,sev_check,v_sev_check
54,2020,Quicksand,Kentucky,Progeny 4291,NA,7/22/2020,R3,Revysol,DMI+SDHI,difenoconazole+pydiflumetofen,4,15.425,4644.285,10.466663875598103,194537.42444732462,NA,NA,3503.556875,194537.42444732462,28.775,10.466663875598103
54,2020,Quicksand,Kentucky,Progeny 4291,NA,7/22/2020,R3,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,4,21.675,4247.341875,10.466663875598103,194537.42444732462,NA,NA,3503.556875,194537.42444732462,28.775,10.466663875598103
54,2020,Quicksand,Kentucky,Progeny 4291,NA,7/22/2020,R3,Tilt,DMI,propiconazole,4,22.5,4051.6443750000003,10.466663875598103,194537.42444732462,NA,NA,3503.556875,194537.42444732462,28.775,10.466663875598103
54,2020,Quicksand,Kentucky,Progeny 4291,NA,7/22/2020,R3,Topsin 4.5,MBC,thiophanate-methyl,4,9.15,NA,10.466663875598103,194537.42444732462,NA,NA,3503.556875,194537.42444732462,28.775,10.466663875598103
54,2020,Quicksand,Kentucky,Progeny 4291,NA,7/22/2020,R3,Topsin+Quadris+Folicur,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+tebuconazole,4,10.825000000000001,4369.064375,10.466663875598103,194537.42444732462,NA,NA,3503.556875,194537.42444732462,28.775,10.466663875598103
54,2020,Quicksand,Kentucky,Progeny 4291,NA,7/22/2020,R3,Topsin+Quadris+Folicur+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+tebuconazole+chlorothalonil,4,9.175,4795.765625,10.466663875598103,194537.42444732462,NA,NA,3503.556875,194537.42444732462,28.775,10.466663875598103
54,2020,Quicksand,Kentucky,Progeny 4291,NA,7/22/2020,R3,Topsin+Quadris+Tilt,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+propiconazole,4,10.9,4162.7750000000005,10.466663875598103,194537.42444732462,NA,NA,3503.556875,194537.42444732462,28.775,10.466663875598103
54,2020,Quicksand,Kentucky,Progeny 4291,NA,7/22/2020,R3,Topsin+Quadris+Tilt+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+propiconazole+chlorothalonil,4,10.425,4314.76,10.466663875598103,194537.42444732462,NA,NA,3503.556875,194537.42444732462,28.775,10.466663875598103
54,2020,Quicksand,Kentucky,Progeny 4291,NA,7/22/2020,R3,Trivapro,DMI+QoI+SDHI,azoxystrobin+propiconazole+benzovindiflupyr,4,19.175,3949.760625,10.466663875598103,194537.42444732462,NA,NA,3503.556875,194537.42444732462,28.775,10.466663875598103
55,2019,NA,Mississippi,NA,NA,7/10/2019,R4,Acropolis,MBC+DMI,thiophanate-methyl+tetraconazole,4,10,4602.92625,3.7593984962405913,139725.59451512023,NA,NA,4856.795,139725.59451512023,12.5,3.7593984962405913
55,2019,NA,Mississippi,NA,NA,7/10/2019,R4,check,check,check,4,12.5,4856.795,3.7593984962405913,139725.59451512023,NA,NA,4856.795,139725.59451512023,12.5,3.7593984962405913
55,2019,NA,Mississippi,NA,NA,7/10/2019,R4,Delaro,QoI+DMI,trifloxystrobin + prothioconazole,4,10,4922.868125,3.7593984962405913,139725.59451512023,NA,NA,4856.795,139725.59451512023,12.5,3.7593984962405913
55,2019,NA,Mississippi,NA,NA,7/10/2019,R4,Domark,DMI,tetraconazol,4,10,5292.743125,3.7593984962405913,139725.59451512023,NA,NA,4856.795,139725.59451512023,12.5,3.7593984962405913
55,2019,NA,Mississippi,NA,NA,7/10/2019,R4,Froghorn,MBC+DMI,thiophanate-methyl+tebuconazole,4,10,4875.120625,3.7593984962405913,139725.59451512023,NA,NA,4856.795,139725.59451512023,12.5,3.7593984962405913
55,2019,NA,Mississippi,NA,NA,7/10/2019,R4,Headline,QoI,pyraclostrobin,4,10,4970.4475,3.7593984962405913,139725.59451512023,NA,NA,4856.795,139725.59451512023,12.5,3.7593984962405913
55,2019,NA,Mississippi,NA,NA,7/10/2019,R4,Lucento,DMI+SDHI,bixafen+flutriafol,4,10,4522.22625,3.7593984962405913,139725.59451512023,NA,NA,4856.795,139725.59451512023,12.5,3.7593984962405913
55,2019,NA,Mississippi,NA,NA,7/10/2019,R4,Miravis Top,DMI+SDHI,difenoconazole+pydiflumetofen,4,10,4403.86625,3.7593984962405913,139725.59451512023,NA,NA,4856.795,139725.59451512023,12.5,3.7593984962405913
55,2019,NA,Mississippi,NA,NA,7/10/2019,R4,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,4,12.5,4810.72875,3.7593984962405913,139725.59451512023,NA,NA,4856.795,139725.59451512023,12.5,3.7593984962405913
55,2019,NA,Mississippi,NA,NA,7/10/2019,R4,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,10,4973.978125,3.7593984962405913,139725.59451512023,NA,NA,4856.795,139725.59451512023,12.5,3.7593984962405913
55,2019,NA,Mississippi,NA,NA,7/10/2019,R4,Revysol,DMI+SDHI,difenoconazole+pydiflumetofen,4,10,4660.08875,3.7593984962405913,139725.59451512023,NA,NA,4856.795,139725.59451512023,12.5,3.7593984962405913
55,2019,NA,Mississippi,NA,NA,7/10/2019,R4,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,4,12.5,4885.880625,3.7593984962405913,139725.59451512023,NA,NA,4856.795,139725.59451512023,12.5,3.7593984962405913
55,2019,NA,Mississippi,NA,NA,7/10/2019,R4,Tilt,DMI,propiconazole,8,10,4686.98875,3.7593984962405913,139725.59451512023,NA,NA,4856.795,139725.59451512023,12.5,3.7593984962405913
55,2019,NA,Mississippi,NA,NA,7/10/2019,R4,Topsin 4.5,MBC,thiophanate-methyl,4,10,4764.32625,3.7593984962405913,139725.59451512023,NA,NA,4856.795,139725.59451512023,12.5,3.7593984962405913
55,2019,NA,Mississippi,NA,NA,7/10/2019,R4,Topsin+Quadris+Folicur,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+tebuconazole,4,10,4689.846875,3.7593984962405913,139725.59451512023,NA,NA,4856.795,139725.59451512023,12.5,3.7593984962405913
55,2019,NA,Mississippi,NA,NA,7/10/2019,R4,Topsin+Quadris+Folicur+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+tebuconazole+chlorothalonil,4,10,4794.2525,3.7593984962405913,139725.59451512023,NA,NA,4856.795,139725.59451512023,12.5,3.7593984962405913
55,2019,NA,Mississippi,NA,NA,7/10/2019,R4,Topsin+Quadris+Tilt,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+propiconazole,4,10,4606.1206250000005,3.7593984962405913,139725.59451512023,NA,NA,4856.795,139725.59451512023,12.5,3.7593984962405913
55,2019,NA,Mississippi,NA,NA,7/10/2019,R4,Topsin+Quadris+Tilt+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+propiconazole+chlorothalonil,4,10,4697.74875,3.7593984962405913,139725.59451512023,NA,NA,4856.795,139725.59451512023,12.5,3.7593984962405913
56,2020,NA,Mississippi,NA,NA,7/13/2020,R4,check,check,check,4,NA,4484.398125,NA,NA,NA,NA,4484.398125,NA,NA,NA
56,2020,NA,Mississippi,NA,NA,7/13/2020,R4,Delaro,QoI+DMI,trifloxystrobin + prothioconazole,4,NA,4359.145,NA,NA,NA,NA,4484.398125,NA,NA,NA
56,2020,NA,Mississippi,NA,NA,7/13/2020,R4,Domark,DMI,tetraconazol,4,NA,4686.98875,NA,NA,NA,NA,4484.398125,NA,NA,NA
56,2020,NA,Mississippi,NA,NA,7/13/2020,R4,Headline,QoI,pyraclostrobin,4,NA,4548.45375,NA,NA,NA,NA,4484.398125,NA,NA,NA
56,2020,NA,Mississippi,NA,NA,7/13/2020,R4,Lucento,DMI+SDHI,bixafen+flutriafol,4,NA,4559.88625,NA,NA,NA,NA,4484.398125,NA,NA,NA
56,2020,NA,Mississippi,NA,NA,7/13/2020,R4,Miravis Top,DMI+SDHI,difenoconazole+pydiflumetofen,4,NA,4498.184375,NA,NA,NA,NA,4484.398125,NA,NA,NA
56,2020,NA,Mississippi,NA,NA,7/13/2020,R4,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,4,NA,4531.4731249999995,NA,NA,NA,NA,4484.398125,NA,NA,NA
56,2020,NA,Mississippi,NA,NA,7/13/2020,R4,Revytek,DMI+QoI+SDHI,pyraclostrobin+mefentrifluconazole+fluxapyroxad,4,NA,4692.36875,NA,NA,NA,NA,4484.398125,NA,NA,NA
56,2020,NA,Mississippi,NA,NA,7/13/2020,R4,Topsin 4.5,MBC,thiophanate-methyl,4,NA,4435.305625,NA,NA,NA,NA,4484.398125,NA,NA,NA
56,2020,NA,Mississippi,NA,NA,7/13/2020,R4,Trivapro,DMI+QoI+SDHI,azoxystrobin+propiconazole+benzovindiflupyr,4,NA,4585.273125,NA,NA,NA,NA,4484.398125,NA,NA,NA
57,2017,Milan,Tennessee,Asgrow 4633,5/31/2017,8/9/2017,R3,Acropolis,MBC+DMI,thiophanate-methyl+tetraconazole,4,2,4061.8999999999996,1.707070707070707,61448.63342842488,NA,NA,3823.1625,61448.63342842488,4.5,1.707070707070707
57,2017,Milan,Tennessee,Asgrow 4633,5/31/2017,8/9/2017,R3,check,check,check,4,4.5,3823.1625,1.707070707070707,61448.63342842488,NA,NA,3823.1625,61448.63342842488,4.5,1.707070707070707
57,2017,Milan,Tennessee,Asgrow 4633,5/31/2017,8/9/2017,R3,Domark,DMI,tetraconazol,4,2,3888.73125,1.707070707070707,61448.63342842488,NA,NA,3823.1625,61448.63342842488,4.5,1.707070707070707
57,2017,Milan,Tennessee,Asgrow 4633,5/31/2017,8/9/2017,R3,Fortix,QoI+DMI,fluoxastrobin+flutriafol,4,1.25,4181.26875,1.707070707070707,61448.63342842488,NA,NA,3823.1625,61448.63342842488,4.5,1.707070707070707
57,2017,Milan,Tennessee,Asgrow 4633,5/31/2017,8/9/2017,R3,Froghorn,MBC+DMI,thiophanate-methyl+tebuconazole,4,1.75,4071.9875,1.707070707070707,61448.63342842488,NA,NA,3823.1625,61448.63342842488,4.5,1.707070707070707
57,2017,Milan,Tennessee,Asgrow 4633,5/31/2017,8/9/2017,R3,Headline,QoI,pyraclostrobin,4,3.75,4083.75625,1.707070707070707,61448.63342842488,NA,NA,3823.1625,61448.63342842488,4.5,1.707070707070707
57,2017,Milan,Tennessee,Asgrow 4633,5/31/2017,8/9/2017,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,4,1.25,4077.03125,1.707070707070707,61448.63342842488,NA,NA,3823.1625,61448.63342842488,4.5,1.707070707070707
57,2017,Milan,Tennessee,Asgrow 4633,5/31/2017,8/9/2017,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,1.25,4251.88125,1.707070707070707,61448.63342842488,NA,NA,3823.1625,61448.63342842488,4.5,1.707070707070707
57,2017,Milan,Tennessee,Asgrow 4633,5/31/2017,8/9/2017,R3,Stratego YLD + Proline,QoI+DMI+DMI,trifloxystrobin+prothioconazole+prothioconazole,4,1.25,4043.40625,1.707070707070707,61448.63342842488,NA,NA,3823.1625,61448.63342842488,4.5,1.707070707070707
57,2017,Milan,Tennessee,Asgrow 4633,5/31/2017,8/9/2017,R3,Topsin 4.5,MBC,thiophanate-methyl,4,3,4176.225,1.707070707070707,61448.63342842488,NA,NA,3823.1625,61448.63342842488,4.5,1.707070707070707
57,2017,Milan,Tennessee,Asgrow 4633,5/31/2017,8/9/2017,R3,Topsin 4.5+Quadris+Tilt,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+propiconazole,4,1,4147.64375,1.707070707070707,61448.63342842488,NA,NA,3823.1625,61448.63342842488,4.5,1.707070707070707
57,2017,Milan,Tennessee,Asgrow 4633,5/31/2017,8/9/2017,R3,Topsin+Quadris+Folicur,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+tebuconazole,4,1,4092.1625000000004,1.707070707070707,61448.63342842488,NA,NA,3823.1625,61448.63342842488,4.5,1.707070707070707
58,2018,Milan,Tennessee,AG39X7,6/4/2018,8/9/2018,R3,Acropolis,MBC+DMI,thiophanate-methyl+tetraconazole,4,2.25,3703.79375,1.6141304347826122,110548.09523203978,NA,NA,3370.90625,110548.09523203978,5.5,1.6141304347826122
58,2018,Milan,Tennessee,AG39X7,6/4/2018,8/9/2018,R3,check,check,check,4,5.5,3370.90625,1.6141304347826122,110548.09523203978,NA,NA,3370.90625,110548.09523203978,5.5,1.6141304347826122
58,2018,Milan,Tennessee,AG39X7,6/4/2018,8/9/2018,R3,Delaro,QoI+DMI,trifloxystrobin + prothioconazole,4,1.125,3248.175,1.6141304347826122,110548.09523203978,NA,NA,3370.90625,110548.09523203978,5.5,1.6141304347826122
58,2018,Milan,Tennessee,AG39X7,6/4/2018,8/9/2018,R3,Domark,DMI,tetraconazol,4,2.25,3555.84375,1.6141304347826122,110548.09523203978,NA,NA,3370.90625,110548.09523203978,5.5,1.6141304347826122
58,2018,Milan,Tennessee,AG39X7,6/4/2018,8/9/2018,R3,Froghorn,MBC+DMI,thiophanate-methyl+tebuconazole,4,3.5,3557.5249999999996,1.6141304347826122,110548.09523203978,NA,NA,3370.90625,110548.09523203978,5.5,1.6141304347826122
58,2018,Milan,Tennessee,AG39X7,6/4/2018,8/9/2018,R3,Headline,QoI,pyraclostrobin,4,5.75,3433.1125,1.6141304347826122,110548.09523203978,NA,NA,3370.90625,110548.09523203978,5.5,1.6141304347826122
58,2018,Milan,Tennessee,AG39X7,6/4/2018,8/9/2018,R3,Miravis Top,DMI+SDHI,difenoconazole+pydiflumetofen,4,2.25,3784.49375,1.6141304347826122,110548.09523203978,NA,NA,3370.90625,110548.09523203978,5.5,1.6141304347826122
58,2018,Milan,Tennessee,AG39X7,6/4/2018,8/9/2018,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,4,2.625,3495.31875,1.6141304347826122,110548.09523203978,NA,NA,3370.90625,110548.09523203978,5.5,1.6141304347826122
58,2018,Milan,Tennessee,AG39X7,6/4/2018,8/9/2018,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,1.5,3160.75,1.6141304347826122,110548.09523203978,NA,NA,3370.90625,110548.09523203978,5.5,1.6141304347826122
58,2018,Milan,Tennessee,AG39X7,6/4/2018,8/9/2018,R3,Revysol,DMI+SDHI,difenoconazole+pydiflumetofen,4,0.875,3414.61875,1.6141304347826122,110548.09523203978,NA,NA,3370.90625,110548.09523203978,5.5,1.6141304347826122
58,2018,Milan,Tennessee,AG39X7,6/4/2018,8/9/2018,R3,Tilt,DMI,propiconazole,4,3.75,3317.10625,1.6141304347826122,110548.09523203978,NA,NA,3370.90625,110548.09523203978,5.5,1.6141304347826122
58,2018,Milan,Tennessee,AG39X7,6/4/2018,8/9/2018,R3,Topsin 4.5,MBC,thiophanate-methyl,4,3.5,3414.61875,1.6141304347826122,110548.09523203978,NA,NA,3370.90625,110548.09523203978,5.5,1.6141304347826122
58,2018,Milan,Tennessee,AG39X7,6/4/2018,8/9/2018,R3,Topsin 4.5+Quadris+Tilt,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+propiconazole,4,1.875,3465.05625,1.6141304347826122,110548.09523203978,NA,NA,3370.90625,110548.09523203978,5.5,1.6141304347826122
58,2018,Milan,Tennessee,AG39X7,6/4/2018,8/9/2018,R3,Topsin+Quadris+Folicur,MBC+QoI+DMI,thiophanate-methyl+azoxystrobin+tebuconazole,4,3.25,3365.8624999999997,1.6141304347826122,110548.09523203978,NA,NA,3370.90625,110548.09523203978,5.5,1.6141304347826122
58,2018,Milan,Tennessee,AG39X7,6/4/2018,8/9/2018,R3,Topsin+Quadris+Folicur+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+tebuconazole+chlorothalonil,4,2.75,3520.5375,1.6141304347826122,110548.09523203978,NA,NA,3370.90625,110548.09523203978,5.5,1.6141304347826122
58,2018,Milan,Tennessee,AG39X7,6/4/2018,8/9/2018,R3,Topsin+Quadris+Tilt+Echo 720,MBC+QoI+DMI+Multi-S,thiophanate-methyl+azoxystrobin+propiconazole+chlorothalonil,4,3.25,3470.1000000000004,1.6141304347826122,110548.09523203978,NA,NA,3370.90625,110548.09523203978,5.5,1.6141304347826122
59,2020,Milan,Tennessee,Pioneer 43A42,6/3/2020,8/7/2020,R3,check,check,check,4,12.5,2568.95,3.132407407407411,51650.84629398154,NA,NA,2568.95,51650.84629398154,12.5,3.132407407407411
59,2020,Milan,Tennessee,Pioneer 43A42,6/3/2020,8/7/2020,R3,Delaro,QoI+DMI,trifloxystrobin + prothioconazole,4,2,3039.7000000000003,3.132407407407411,51650.84629398154,NA,NA,2568.95,51650.84629398154,12.5,3.132407407407411
59,2020,Milan,Tennessee,Pioneer 43A42,6/3/2020,8/7/2020,R3,Domark,DMI,tetraconazol,4,4.75,2572.3125,3.132407407407411,51650.84629398154,NA,NA,2568.95,51650.84629398154,12.5,3.132407407407411
59,2020,Milan,Tennessee,Pioneer 43A42,6/3/2020,8/7/2020,R3,Headline,QoI,pyraclostrobin,4,6.5,2649.65,3.132407407407411,51650.84629398154,NA,NA,2568.95,51650.84629398154,12.5,3.132407407407411
59,2020,Milan,Tennessee,Pioneer 43A42,6/3/2020,8/7/2020,R3,Lucento,DMI+SDHI,bixafen+flutriafol,4,3,2863.16875,3.132407407407411,51650.84629398154,NA,NA,2568.95,51650.84629398154,12.5,3.132407407407411
59,2020,Milan,Tennessee,Pioneer 43A42,6/3/2020,8/7/2020,R3,Miravis Top,DMI+SDHI,difenoconazole+pydiflumetofen,4,2,2901.8375,3.132407407407411,51650.84629398154,NA,NA,2568.95,51650.84629398154,12.5,3.132407407407411
59,2020,Milan,Tennessee,Pioneer 43A42,6/3/2020,8/7/2020,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,4,1.75,2933.78125,3.132407407407411,51650.84629398154,NA,NA,2568.95,51650.84629398154,12.5,3.132407407407411
59,2020,Milan,Tennessee,Pioneer 43A42,6/3/2020,8/7/2020,R3,Revytek,DMI+QoI+SDHI,pyraclostrobin+mefentrifluconazole+fluxapyroxad,4,2.5,2974.13125,3.132407407407411,51650.84629398154,NA,NA,2568.95,51650.84629398154,12.5,3.132407407407411
59,2020,Milan,Tennessee,Pioneer 43A42,6/3/2020,8/7/2020,R3,Topsin 4.5,MBC,thiophanate-methyl,4,3,3049.7875,3.132407407407411,51650.84629398154,NA,NA,2568.95,51650.84629398154,12.5,3.132407407407411
59,2020,Milan,Tennessee,Pioneer 43A42,6/3/2020,8/7/2020,R3,Trivapro,DMI+QoI+SDHI,azoxystrobin+propiconazole+benzovindiflupyr,4,3.25,3011.1187499999996,3.132407407407411,51650.84629398154,NA,NA,2568.95,51650.84629398154,12.5,3.132407407407411
60,2011,Dixon Springs,Illinois,Asgrow 4703,06/09/2011,7/27/2011,VT,check,check,check,4,25.75,NA,7.7050415800415815,107249.08005594132,NA,NA,NA,107249.08005594132,25.75,7.7050415800415815
60,2011,Dixon Springs,Illinois,Asgrow 4703,06/09/2011,7/27/2011,VT,Domark,DMI,tetraconazol,4,11,1973.7875,7.7050415800415815,107249.08005594132,NA,NA,NA,107249.08005594132,25.75,7.7050415800415815
60,2011,Dixon Springs,Illinois,Asgrow 4703,06/09/2011,7/27/2011,VT,Folicur,DMI,tebuconazole,4,10.25,1987.2375,7.7050415800415815,107249.08005594132,NA,NA,NA,107249.08005594132,25.75,7.7050415800415815
60,2011,Dixon Springs,Illinois,Asgrow 4703,06/09/2011,7/27/2011,VT,Headline,QoI,pyraclostrobin,4,22.5,1682.93125,7.7050415800415815,107249.08005594132,NA,NA,NA,107249.08005594132,25.75,7.7050415800415815
60,2011,Dixon Springs,Illinois,Asgrow 4703,06/09/2011,7/27/2011,VT,Proline,DMI,prothioconazole,4,5.5,2004.05,7.7050415800415815,107249.08005594132,NA,NA,NA,107249.08005594132,25.75,7.7050415800415815
60,2011,Dixon Springs,Illinois,Asgrow 4703,06/09/2011,7/27/2011,VT,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,9,2231.01875,7.7050415800415815,107249.08005594132,NA,NA,NA,107249.08005594132,25.75,7.7050415800415815
60,2011,Dixon Springs,Illinois,Asgrow 4703,06/09/2011,7/27/2011,VT,Quadris Xtra,QoI+DMI,azoxystrobin+cyproconazole,4,9.75,1933.4375,7.7050415800415815,107249.08005594132,NA,NA,NA,107249.08005594132,25.75,7.7050415800415815
60,2011,Dixon Springs,Illinois,Asgrow 4703,06/09/2011,7/27/2011,VT,Quadris+Domark,QoI+DMI,azoxystrobin+tetraconazol,4,9.75,2281.45625,7.7050415800415815,107249.08005594132,NA,NA,NA,107249.08005594132,25.75,7.7050415800415815
60,2011,Dixon Springs,Illinois,Asgrow 4703,06/09/2011,7/27/2011,VT,Quadris+Inspire,QoI+DMI,azoxystrobin+difenoconazole,4,6.25,2183.94375,7.7050415800415815,107249.08005594132,NA,NA,NA,107249.08005594132,25.75,7.7050415800415815
60,2011,Dixon Springs,Illinois,Asgrow 4703,06/09/2011,7/27/2011,VT,Quilt Xcel,QoI+DMI,azoxystrobin+propiconazole,4,12.75,1936.8,7.7050415800415815,107249.08005594132,NA,NA,NA,107249.08005594132,25.75,7.7050415800415815
60,2011,Dixon Springs,Illinois,Asgrow 4703,06/09/2011,7/27/2011,VT,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,4,12.5,1694.7,7.7050415800415815,107249.08005594132,NA,NA,NA,107249.08005594132,25.75,7.7050415800415815
60,2011,Dixon Springs,Illinois,Asgrow 4703,06/09/2011,7/27/2011,VT,Topguard,DMI,flutriafol,4,6.5,2289.8625,7.7050415800415815,107249.08005594132,NA,NA,NA,107249.08005594132,25.75,7.7050415800415815
60,2011,Dixon Springs,Illinois,Asgrow 4703,06/09/2011,7/27/2011,VT,Topsin 4.5,MBC,thiophanate-methyl,4,3.75,2333.5750000000003,7.7050415800415815,107249.08005594132,NA,NA,NA,107249.08005594132,25.75,7.7050415800415815
61,2012,Dixon Springs,Illinois,Asgrow 4703,05/24/2012,7/24/2012,R3,check,check,check,4,55.85,3286.84375,47.29987745098037,106192.1815039488,NA,NA,3286.84375,106192.1815039488,55.85,47.29987745098037
61,2012,Dixon Springs,Illinois,Asgrow 4703,05/24/2012,7/24/2012,R3,Domark,DMI,tetraconazol,4,38.325,4092.1625,47.29987745098037,106192.1815039488,NA,NA,3286.84375,106192.1815039488,55.85,47.29987745098037
61,2012,Dixon Springs,Illinois,Asgrow 4703,05/24/2012,7/24/2012,R3,Echo 720,Multi-S,chlorothalonil,4,15.4,4082.075,47.29987745098037,106192.1815039488,NA,NA,3286.84375,106192.1815039488,55.85,47.29987745098037
61,2012,Dixon Springs,Illinois,Asgrow 4703,05/24/2012,7/24/2012,R3,Evito,QoI,fluoxastrobin,4,46.275000000000006,3644.95,47.29987745098037,106192.1815039488,NA,NA,3286.84375,106192.1815039488,55.85,47.29987745098037
61,2012,Dixon Springs,Illinois,Asgrow 4703,05/24/2012,7/24/2012,R3,Folicur,DMI,tebuconazole,4,37.925,3984.5625,47.29987745098037,106192.1815039488,NA,NA,3286.84375,106192.1815039488,55.85,47.29987745098037
61,2012,Dixon Springs,Illinois,Asgrow 4703,05/24/2012,7/24/2012,R3,Headline,QoI,pyraclostrobin,4,60.425,3266.66875,47.29987745098037,106192.1815039488,NA,NA,3286.84375,106192.1815039488,55.85,47.29987745098037
61,2012,Dixon Springs,Illinois,Asgrow 4703,05/24/2012,7/24/2012,R3,Priaxor,QoI+SDHI,pyraclostrobin+fluxapyroxad,4,35.824999999999996,3850.0625,47.29987745098037,106192.1815039488,NA,NA,3286.84375,106192.1815039488,55.85,47.29987745098037
61,2012,Dixon Springs,Illinois,Asgrow 4703,05/24/2012,7/24/2012,R3,Proline,DMI,prothioconazole,4,13.825,4280.4625,47.29987745098037,106192.1815039488,NA,NA,3286.84375,106192.1815039488,55.85,47.29987745098037
61,2012,Dixon Springs,Illinois,Asgrow 4703,05/24/2012,7/24/2012,R3,Quadris,QoI,azoxystrobin,4,53.325,3688.6625,47.29987745098037,106192.1815039488,NA,NA,3286.84375,106192.1815039488,55.85,47.29987745098037
61,2012,Dixon Springs,Illinois,Asgrow 4703,05/24/2012,7/24/2012,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,20.4,4522.5625,47.29987745098037,106192.1815039488,NA,NA,3286.84375,106192.1815039488,55.85,47.29987745098037
61,2012,Dixon Springs,Illinois,Asgrow 4703,05/24/2012,7/24/2012,R3,Quadris Xtra,QoI+DMI,azoxystrobin+cyproconazole,4,36.65,4016.50625,47.29987745098037,106192.1815039488,NA,NA,3286.84375,106192.1815039488,55.85,47.29987745098037
61,2012,Dixon Springs,Illinois,Asgrow 4703,05/24/2012,7/24/2012,R3,Quadris+Domark,QoI+DMI,azoxystrobin+tetraconazol,4,44.175,4071.9875,47.29987745098037,106192.1815039488,NA,NA,3286.84375,106192.1815039488,55.85,47.29987745098037
61,2012,Dixon Springs,Illinois,Asgrow 4703,05/24/2012,7/24/2012,R3,Quadris+Folicur,QoI+DMI,azoxystrobin+tebuconazole,4,39.15,4013.1437499999997,47.29987745098037,106192.1815039488,NA,NA,3286.84375,106192.1815039488,55.85,47.29987745098037
61,2012,Dixon Springs,Illinois,Asgrow 4703,05/24/2012,7/24/2012,R3,Quilt Xcel,QoI+DMI,azoxystrobin+propiconazole,4,33.75,4181.26875,47.29987745098037,106192.1815039488,NA,NA,3286.84375,106192.1815039488,55.85,47.29987745098037
61,2012,Dixon Springs,Illinois,Asgrow 4703,05/24/2012,7/24/2012,R3,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,4,41.25,3895.45625,47.29987745098037,106192.1815039488,NA,NA,3286.84375,106192.1815039488,55.85,47.29987745098037
61,2012,Dixon Springs,Illinois,Asgrow 4703,05/24/2012,7/24/2012,R3,Topguard,DMI,flutriafol,4,21.675,4246.8375,47.29987745098037,106192.1815039488,NA,NA,3286.84375,106192.1815039488,55.85,47.29987745098037
61,2012,Dixon Springs,Illinois,Asgrow 4703,05/24/2012,7/24/2012,R3,Topsin 4.5,MBC,thiophanate-methyl,4,19.15,4320.8125,47.29987745098037,106192.1815039488,NA,NA,3286.84375,106192.1815039488,55.85,47.29987745098037
61,2012,Dixon Springs,Illinois,Asgrow 4703,05/24/2012,7/24/2012,R3,Topsin+Folicur,MBC+DMI,thiophanate-methyl+tebuconazole,4,17.9,4734.4000000000005,47.29987745098037,106192.1815039488,NA,NA,3286.84375,106192.1815039488,55.85,47.29987745098037
62,2013,Dixon Springs,Illinois,Asgrow 4703,5/6/2013,8/14/2013,R3,Approach,QoI,picoxystrobin,4,34.175000000000004,3022.8875,77.63675213675214,217697.6529654114,NA,NA,3713.88125,217697.6529654114,40.425,77.63675213675214
62,2013,Dixon Springs,Illinois,Asgrow 4703,5/6/2013,8/14/2013,R3,Approach+Echo 720,QoI+Multi-S,picoxystrobin+chlorothalonil,4,8,4346.03125,77.63675213675214,217697.6529654114,NA,NA,3713.88125,217697.6529654114,40.425,77.63675213675214
62,2013,Dixon Springs,Illinois,Asgrow 4703,5/6/2013,8/14/2013,R3,check,check,check,4,40.425,3713.88125,77.63675213675214,217697.6529654114,NA,NA,3713.88125,217697.6529654114,40.425,77.63675213675214
